id,highlight,beneficiarystate,schemeshorttitle,level,schemefor,nodalministryname,schemecategory,schemename,schemeclosedate,priority,slug,briefdescription,tags,upload_date
IMY7GJgB0AGc0F0iJzjO,{},['Jharkhand'],CMDRS,State,Family,,"['Agriculture,Rural & Environment']",Chief Minister Drought Relief Scheme,,2.0,cmdrs,"The Chief Minister Drought Relief Scheme aims to provide relief and financial assistance to families affected by drought in designated areas. The scheme ensures financial security, livelihood support, and basic resources for drought-hit communities.","['Financial Assistance', 'Farmer', 'Drought']",2025-11-26T22:18:29.576638
jxdrp5gB5uF80_MGa5Sp,{},['Haryana'],SSWPS,State,Family,,"['Agriculture,Rural & Environment']",Solar Water Pumping System,,2.0,sswps,"The scheme ""Solar Water Pumping System"" by the Renewable Energy Department, Government of Haryana aims to encourage the adoption of renewable energy for irrigation. Through this scheme, solar water pumps are provided at a 75% subsidy to eligible farmers and institutions for irrigation need","['Renewable Energy', 'Solar Water Pump', 'Solar Irrigation', 'Micro Irrigation']",2025-11-26T22:18:29.576638
A6G1F5gBXu-iUKXqnHW8,{},"['Andhra Pradesh', 'Telangana', 'Chhattisgarh', 'Tamil Nadu', 'Kerala', 'Gujarat', 'Karnataka', 'Odisha', 'Mizoram', 'Nagaland', 'Assam', 'Arunachal Pradesh', 'Manipur', 'Goa', 'Tripura']",NMEO OP,Central,Infra,Ministry Of Agriculture and Farmers Welfare,"['Agriculture,Rural & Environment']",National Mission on Edible Oils- Oil Palm,,3.0,nmeo-op,"The Mission was launched with the aim to enhance the edible oilseeds production and oils availability in the country by harnessing Oil Palm area expansion, increasing CPO production and to reduce import burden on edible oils. ","['Oil Palm', 'Area Expansion', 'Oil Palm Mill', 'Seed Garden', 'Seed Nursery', 'Processor']",2025-11-26T22:18:29.576638
0xe1F5gB5uF80_MGnI_E,{},['All'],AGROFORESTRY,Central,Infra,Ministry Of Agriculture and Farmers Welfare,"['Agriculture,Rural & Environment']",Agroforestry component under RKVY,,3.0,agroforestry,"Sub-Mission on Agroforestry was launched in 2016-17 to promote plantation on farmlands along with agricultural crops. The scheme aims to increase farm income, expand tree cover and promote better carbon sequestration for climate change adaptation and mitigation.",[],2025-11-26T22:18:29.576638
lBe5F5gB5uF80_MGS5AK,{},['Odisha'],MMKY-RFCS,State,Infra,,"['Agriculture,Rural & Environment']","""Reactivation Of Fisheries Cooperative Societies"" Component of the ""Mukhyamantri Maschyajibi Kalyan Yojana"" Scheme",,3.0,mmky-rfcs,"The objective of the ""Reactivation Of Fisheries Cooperative Societies"" scheme is to provide a one-time revolving fund of ₹2,00,000/- to each eligible Primary Fishermen Cooperative Society for working capital of the society and improvement of the socio-economic status of the members in the long run.","['Society', 'Fishermen', 'Financial Assistance']",2025-11-26T22:18:29.576638
LMa6F5gB0AGc0F0iRjVR,{},['All'],NWA,Central,Infra,Ministry Of Jal Shakti,"['Agriculture,Rural & Environment']",National Water Awards,,3.0,nwa,The objective of the National Water Awards is to encourage the stakeholders to adopt a holistic approach toward water resource management in the country as surface water and groundwater play a signiﬁcant role in the water cycle. ,"['Water', 'Awards', 'Development', 'Water Resources']",2025-11-26T22:18:29.576638
yBe5F5gB5uF80_MGz5BM,{},['Gujarat'],ATESGEPHMGC(HRT2),State,Infra,,"['Agriculture,Rural & Environment']","Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for General Category (HRT-2)",,3.0,atesgephmgchrt2,"Under the scheme, financial assistance is provided to farmers belonging to the General Category as well as to farmer groups and cooperative societies for purchasing various tools, equipment, sorting/grading equipment, and Post-Harvest Management (PHM) equipment.","['Tools', 'Shorting Equipment', 'General Category', 'HRT-2', 'Farmer', 'Financial Assistance', 'Post-Harvest Management', 'Farmer Group', 'Cooperative Society']",2025-11-26T22:18:29.576638
Fca5F5gB0AGc0F0izzU9,{},['Gujarat'],HTAGC(HRT-2),State,Infra,,"['Agriculture,Rural & Environment']",Harvesting Tools Assistance for General Category (HRT-2),,3.0,htagchrt-2,"Under the scheme, financial assistance is provided to farmers belonging to the General Category as well as to FPOs (Farmers Producer Organizations), FPCs (Farmers Producer Companies), FIGs (Farmer Interest Groups), SHGs (Self-Help Groups), and Cooperative Societies for purchasing harvesting tools.","['Harvesting Tool', 'General Category', 'HRT-2', 'Farmer', 'Financial Assistance', 'FPO', 'FPC', 'FIG', 'SHG', 'Co-Operative Society']",2025-11-26T22:18:29.576638
GBfZF5gB5uF80_MGVpMb,{},['Bihar'],MMSCVY,State,Infra,,"['Agriculture,Rural & Environment', 'Business & Entrepreneurship']",Mukhyamantri Samekit Chaur Vikas Yojana,,3.0,mmscvy,"The ""Mukhyamantri Samekit Chaur Vikas Yojana"" under Seven Nishchay-2, aims to develop undeveloped and unutilized private land in Bihar for fish-based integrated aquaculture. With a budget of ₹2972.79 lakh, the scheme targets the sustainable development of 600 hectares of Chaur land, enhancing fish.","['Financial Assistance', 'Employment', 'Farmers', 'Fish Production']",2025-11-26T22:18:29.576638
G8bZF5gB0AGc0F0iUDdT,{},['Bihar'],KJMPAMPKY,State,Infra,,"['Agriculture,Rural & Environment']",Khule Jalsroto Mei Pen Aadharit Matsya Paalan ki Yojana,,3.0,kjmpampky,"The ""Khule Jalsroto Mei Pen Aadharit Matsya Paalan ki Yojana"" objective of this scheme is to increase fish productivity and production through semi-intensive / intensive fisheries of large-scale available government wetland water sources (Man, Chaur and Lake etc.), strengthening aquaculture through","['Financial Assistance', 'Productivity', 'Fish Farming', 'Group']",2025-11-26T22:18:29.576638
dhe9F5gB5uF80_MGY5Et,{},['Tamil Nadu'],DOCSOM,State,Infra,,"['Agriculture,Rural & Environment']",Distribution of Certified Seeds of Maize,,3.0,docsom,"The ""Distribution of Certified Seeds of Maize"" scheme by the Agriculture-Farmers Welfare Department, Tamil Nadu offers a subsidy to maize-growing farmers in specific districts of the state, providing financial assistance for purchasing certified maize seeds.

","['Agriculture', 'Farmer', 'Seed Distribution', 'Maize', 'Subsidy']",2025-11-26T22:18:29.576638
oRe9F5gB5uF80_MG4JG5,{},['Jharkhand'],RFDS,State,Infra,,"['Agriculture,Rural & Environment']",Reservoir Fisheries Development Scheme,,3.0,rfds,"The scheme ""Reservoir Fisheries Development Scheme"" by the Department of Fisheries, Government of Jharkhand, enhances fish production and livelihood opportunities for registered fisheries cooperatives through the provision of fish fingerlings, boats, and nets.","['Financial Assistance', 'Fisheries', 'Subsidy', 'Development']",2025-11-26T22:18:29.576638
-Rc7GJgB5uF80_MGJpMK,{},['Bihar'],CMBKYII,State,Infra,,"['Agriculture,Rural & Environment']",Cluster Mei Bagwani Ki Yojana-II,,3.0,cmbkyii,"The scheme aims to promote cluster-based cultivation of selected crops, including guava, amla, lemon, bael, lemongrass, papaya, marigold, dragon fruit, and strawberry.","['Agriculture', 'Subsidy', 'Financial Assistance', 'Fruit Development', 'Flower Development']",2025-11-26T22:18:29.576638
FMa_F5gB0AGc0F0iiDaW,{},['Jharkhand'],FBFS,State,Infra,,"['Agriculture,Rural & Environment']",Feed Based Fisheries Scheme,,3.0,fbfs,"The ""Feed Based Fisheries Scheme"" by the Agriculture, Animal Husbandry & Cooperation Department, Government of Jharkhand aims to enhance fish production through feed-based fisheries. This scheme provides financial assistance to fish farmers in the form of grants for fish feed to improve production.","['Financial Assistance', 'Fish Production', 'Fish Farmers']",2025-11-26T22:18:29.576638
PaE9GJgBXu-iUKXqB3lc,{},['Gujarat'],PFPHMVA,State,Infra,,"['Agriculture,Rural & Environment']",Promoting to Farmer for Post Harvesting & Management (Value Addition),,3.0,pfphmva,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to support farmers in setting up crop value addition units using post-harvesting technology and management concepts.","['Agriculture', 'Farmer', 'Post Harvesting Technology']",2025-11-26T22:18:29.576638
QaE9GJgBXu-iUKXqB3mK,{},['Gujarat'],IASTASF,State,Infra,,"['Agriculture,Rural & Environment']","Incentive Assistance to Scheduled Tribe Farmers to Increase the Area, Production and Productivity of Sugarcane Farming",,3.0,iastasf,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance to ST farmers to increase sugarcane production and productivity through quality seeds, modern farming practices, and agricultural mechanization.","['Agriculture', 'Farmer', 'Incentive', 'Scheduled Tribe', 'Sugarcane Farming']",2025-11-26T22:18:29.576638
JRc9GJgB5uF80_MGDpSe,{},['Gujarat'],CFAACOBRR,State,Infra,,"['Agriculture,Rural & Environment']",COP-5 Financial Assistance to Agricultural Credit Co-operative Banks (PACS/LAMPS) for Reconstruction and Reestablishment (General/Tribal Area),,3.0,cfaacobrr,"The scheme provides financial assistance to Primary Agricultural Credit Societies (PACS) and Large-sized Agricultural Multi-Purpose Societies (LAMPS) in General and Tribal areas to strengthen their economic viability and ensure their continued contribution to the cooperative credit structure.

","['Agriculture', 'Co Operative Banks', 'Reconstruction']",2025-11-26T22:18:29.576638
Nca_F5gB0AGc0F0i9DYN,{},['Gujarat'],MASAV,State,Infra,,"['Agriculture,Rural & Environment']",Managerial Assistance Scheme for Appointment of Veterinarian,,3.0,masav,"The ""Managerial Assistance Scheme for Appointment of Veterinarian"" provides financial support to registered Panjrapols for appointing a qualified veterinarian to ensure proper medical care, vaccination, and scientific record-keeping for animals housed in Gaushalas/ Panjrapols.

","['Agriculture', 'Animal Husbandry', 'Veterinarian']",2025-11-26T22:18:29.576638
MxfAF5gB5uF80_MGb5Kc,{},['Chhattisgarh'],KVMY,State,Infra,,"['Agriculture,Rural & Environment']",Kisan Vriksha Mitra Yojana,,3.0,kvmy,"The scheme aims to promote commercial tree plantation on private lands, ensuring buyback of produce, increasing farmers' income, and generating employment. The scheme benefits farmers, private institutions, and other stakeholders by providing financial assistance for plantation.","['Forest', 'Environment', 'Tree', 'Plantation', 'Farmer']",2025-11-26T22:18:29.576638
NaE9GJgBXu-iUKXqBXn0,{},['Gujarat'],SSBUTSC,State,Infra,,"['Agriculture,Rural & Environment']","Subsidy Scheme on Establishment of 25 R.I.R. Bird’s Unit, 100 Broiler Bird’s Unit and Stipend for Poultry Farming Training for Scheduled Caste People",,3.0,ssbutsc,The scheme aims to support Scheduled Caste individuals by providing financial assistance for poultry farming.,"['Animal Husbandry', 'Broiler Birds Unit', 'Poultry Farming', 'Employment', 'Training']",2025-11-26T22:18:29.576638
IBfAF5gB5uF80_MGbZKZ,{},['Gujarat'],SPACROAM,State,Infra,,"['Agriculture,Rural & Environment', 'Business & Entrepreneurship']",Scheme to Provide Assistance for Construction of Retail Outlets/ Agricultural Malls in State Market Committees,,3.0,spacroam,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to support market committees in constructing retail outlets and agricultural malls to facilitate direct selling of farmers' produce, ensuring better pricing and increasing farmers' income.","['Agriculture', 'Retail Outlets', 'Agricultural Malls', 'Assistance For Construction']",2025-11-26T22:18:29.576638
YcbkF5gB0AGc0F0iPzf5,{},['Puducherry'],GSIS-ICFSFPU,State,Infra,,"['Transport & Infrastructure', 'Agriculture,Rural & Environment']",Grant of Subsidy For Setting up of Ice-Plant /Cold Storage/Fish Processing Unit,,3.0,gsis-icfsfpu," This scheme aims to preserve fish and fishery products by facilitating the establishment of Ice Plant-cum-Cold Storage Units and Fish Processing Units. Through this scheme, eligible beneficiaries can avail a 10% subsidy.","['Fish', 'Plant', 'Grant', 'Subsidy', 'Financial Assistance']",2025-11-26T22:18:29.576638
lMa3F5gB0AGc0F0iOTQV,{},['All'],DSCTA:R,Central,Infra,Ministry Of Commerce And Industry,"['Agriculture,Rural & Environment']",Development Support for Coffee in Traditional Areas: Replantation,,3.0,dsctar,"The objective of the scheme ""Development Support for Coffee in Traditional Areas: Replantation"" is to improve the production and productivity of coffee plantations by encouraging replantation of old/senile and unproductive plantations with high-yielding, disease-tolerant coffee varieties.","['Coffee', 'Agriculture', 'Farmer', 'Plantation', 'Subsidy']",2025-11-26T22:18:29.576638
fsa3F5gB0AGc0F0iMzSt,{},['All'],DSCTA:SSGCSCCM,Central,Infra,Ministry Of Commerce And Industry,"['Agriculture,Rural & Environment']",Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,,3.0,dsctassgcsccm,"The objective of the scheme is to extend support to small and tiny growers, incentivizing them to form collectives/ Self Help Groups/ Cooperatives, thus encouraging them to take up marketing of coffee produced on a community-based approach through suitable financial incentives.","['Coffee', 'Farmer', 'Agriculture', 'Subsidy', 'DBT']",2025-11-26T22:18:29.576638
4Ma0F5gB0AGc0F0iEDML,{},['Jammu and Kashmir'],ISDS,State,Infra,,"['Agriculture,Rural & Environment']",Integrated Sheep Development Scheme,,3.0,isds,ISDS was launched in the year 2020-21 by the J&K Govt. to promote income generation through the establishment of sheep & goat units. This scheme is innovative & self-sustaining as fresh units shall be established in a continuous cyclic manner from the retrieved livestock of previous beneficiaries.,"['Livestock', 'Animal Husbandry']",2025-11-26T22:18:29.576638
7KG1F5gBXu-iUKXqJXS_,{},['Arunachal Pradesh'],CMAMP,State,Infra,,"['Agriculture,Rural & Environment']",Chief Minister’s Agriculture Mechanisation Programme,,3.0,cmamp,The scheme “Chief Minister’s Agriculture Mechanisation Programme” was started by the government of Arunachal Pradesh to promote mechanization & hiring services for various agriculture Machinery/ Implements of post-harvest technology (PHY) equipment applied for different operations.,"['Farmer', 'Mechanisation', 'Agriculture', 'Subsidy', 'Financial Assistance']",2025-11-26T22:18:29.576638
naHtb5gBXu-iUKXq8Hkp,{},['Gujarat'],FLSGDPSUG,State,Infra,,"['Agriculture,Rural & Environment']",Facilitation of Large Size Godowns in APMC and Taluka-District Purchase Sale Union (General),,3.0,flsgdpsug,"The scheme aims to strengthen the financial status of district and taluka-level cooperative buying and selling unions by supporting infrastructure projects like storage godowns, marketing facilities, and branding units.","['Agriculture Marketing', 'Cooperative Unions', 'Infrastructure Support', 'Branding', 'Grading', 'Processing']",2025-11-26T22:18:29.576638
l8YteZgB0AGc0F0iLTgR,{},['Gujarat'],PMMSYSFRGUJ,State,Infra,,"['Agriculture,Rural & Environment']",Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Stocking of fingerlings in reservoir - Gujarat,,3.0,pmmsysfrguj,"The scheme aims to bring about a Blue Revolution through the sustainable and responsible development of the fisheries sector in India, with a focus on increasing fish production, creating employment, and ensuring the socio-economic welfare of fishers. ","['Fish Farming', 'Biofloc', 'Recirculating Aquaculture System', 'Employment', 'Fingerling']",2025-11-26T22:18:29.576638
hxcZo5gB5uF80_MG05QG,{},['Gujarat'],KKYAABMG,State,Infra,,"['Agriculture,Rural & Environment']",Kishan Kalpvriksh Yojana (Scheme for Assistance to APMCs to Provide Basic and Modern Facilities) (General),,3.0,kkyaabmg,"The scheme ""Kishan Kalpvriksh Yojana (Scheme for Assistance to APMCs to Provide Basic and Modern Facilities) (General)"" aims to improve agricultural market infrastructure by providing financial assistance to Agricultural Produce Market Committees (APMCs) for developing modern facilities.","['Agricultural Market', 'APMC', 'Infrastructure Development', 'Farmer Welfare', 'Cold Storage']",2025-11-26T22:18:29.576638
q8Yao5gB0AGc0F0iuTjz,{},['Gujarat'],KKYAABMT,State,Infra,,"['Agriculture,Rural & Environment']",Kishan Kalpvriksh Yojana (Scheme for Assistance to APMCs to Provide Basic and Modern Facilities) (Tribal),,3.0,kkyaabmt,The scheme “Kishan Kalpvriksh Yojana (Scheme for Assistance to APMCs to Provide Basic and Modern Facilities) (Tribal)” aims to strengthen agricultural markets by providing financial assistance for the modernization and development of basic facilities to Cooperative Market Committees in tribal areas.,"['Agricultural Market', 'APMC', 'Infrastructure Development', 'Tribal Area']",2025-11-26T22:18:29.576638
2MZp_pgB0AGc0F0iPThP,{},['Gujarat'],ASCFPBGUJ,State,Infra,,"['Agriculture,Rural & Environment']",Assistance to Scheduled Castes for Fisheries: Fish Collection Cum Patrolling Boat Gujarat,,3.0,ascfpbguj,The scheme aims to increase fish production by rearing fish in reservoirs and provide employment to Scheduled Caste people involved in inland fisheries activities.,"['Fish Production', 'Fish Farming', 'Fishermen', 'Fish Farmer', 'Fish Collection Cum Patrolling Boat']",2025-11-26T22:18:29.576638
JBe3F5gB5uF80_MGNJBI,{},['All'],SPDMTFPTANTNER,Central,Infra,Ministry Of Commerce And Industry,"['Business & Entrepreneurship', 'Agriculture,Rural & Environment']","Scheme for Plantation Development (New planting & Replanting) under Medium Term Framework Plan (MTFP) in Traditional Areas (Kerala and Tamil Nadu), Non-Traditional and North Eastern Region",,3.0,spdmtfptantner,The Scheme is intended to increase the production of natural rubber in India by accelerating new planting and replanting of rubber on scientific lines. Accelerated new planting/replanting would be achieved by giving proper technical guidance and financial assistance to growers.,"['Rubber', 'Agriculture', 'Farming', 'Plant', 'Seed', 'Subsidy', 'DBT']",2025-11-26T22:18:29.576638
XRe4F5gB5uF80_MGLpBp,{},['Goa'],FARFS,State,Infra,,"['Agriculture,Rural & Environment']",Financial Assistance for Registered Fishermen Society,,3.0,farfs,"Through this scheme, the fisheries co-operative societies/associations registered with the Fisheries Co-operative Societies, having more than 25 members, will be eligible for financial assistance to the extent of ₹50,000 as a grant-in-aid. The applications are accepted only in offline mode.","['Society', 'Fishermen', 'Fish', 'Financial Assistance', 'Grant']",2025-11-26T22:18:29.576638
Xhe4F5gB5uF80_MGLpBq,{},['All'],CDPNER:QUC:SECOC,Central,Infra,Ministry Of Commerce And Industry,"['Agriculture,Rural & Environment']",Coffee Development Programme in North Eastern Region: Quality Upgradation / Certification: Support for Eco-Certification / Organic Certification,,3.0,cdpnerqucsecoc,The scheme aims to encourage coffee growers to improve quality for higher returns and improve access to high-value specialty markets through the production of eco-certified coffees. It also encourages small growers to form groups/collectives to take up eco-certification.,"['Agriculture', 'Farmer', 'Subsidy', 'DBT']",2025-11-26T22:18:29.576638
hsa3F5gB0AGc0F0iNTSV,{},['All'],LHADC,Central,Infra,"Ministry of Fisheries,Animal Husbandry and Dairying","['Agriculture,Rural & Environment']",Livestock Health and Diseases Control,,3.0,lhadc,"The Livestock Health and Diseases Control (LH&DC) scheme is a Centrally Sponsored Scheme (CSS) implemented by the Department of Animal Husbandry and Dairying (DAHD), Ministry of Agriculture and Farmers' Welfare, Government of India.","['Animal Husbandry', 'Animal Health', 'Livestock Diseases']",2025-11-26T22:18:29.576638
_sa0F5gB0AGc0F0iGDMQ,{},['All'],SAGY,Central,Infra,Ministry Of Rural Development,"['Agriculture,Rural & Environment']",Saansad Adarsh Gram Yojana,,3.0,sagy,"Saansad Adarsh Gram Yojana aims to translate the comprehensive vision of Mahatma Gandhi about an ideal Indian village into reality, keeping in view the present context. Each Member of Parliament adopts a Gram Panchayat and guides its holistic progress giving importance to social development.",['Rural Development'],2025-11-26T22:18:29.576638
2Mb9F5gB0AGc0F0iaTco,{},['Himachal Pradesh'],SOPOSRTSB,State,Infra,,"['Agriculture,Rural & Environment', 'Banking,Financial Services and Insurance']",Scheme Of Provision Of Subsidized Rams To Sheep Breeders,,3.0,rams-to-sheep-breeders,"The Department of Animal Husbandry, Government of Himachal Pradesh has introduced a scheme named ""Scheme of provision of subsidized Rams to Sheep Breeders""  to improve the Quality and Quantity of Wool being produced in the state.","['Sheep Farming', 'Income Generation Opportunities', 'Subsidized Rams', 'Sheep Breeders']",2025-11-26T22:18:29.576638
hxezF5gB5uF80_MGkI9j,{},['Mizoram'],BMFE,State,Infra,,"['Agriculture,Rural & Environment']",Breed Multiplication Farm Entrepreneurship,,3.0,bmfe,At present entrepreneurs/farmers interested in taking up dairy programmes are facing difficulties in sourcing disease-free high-yielding heifers or cows and farmers are dependent on either middlemen or other farmers maintaining dairy animals for sourcing their requirement of dairy animals. ,"['Breed Multiplication Farms', 'Heifers Of Cattle And Buffaloes', 'Forconstruction Of Cattle', 'Farmers Scientist Interaction', 'Cattle And Buffalo Breeding']",2025-11-26T22:18:29.576638
HKG1F5gBXu-iUKXqn3Uy,{},['All'],NBHM,Central,Infra,Ministry Of Agriculture and Farmers Welfare,"['Agriculture,Rural & Environment', 'Social welfare & Empowerment']",National Beekeeping & Honey Mission,,3.0,nbhm,National Beekeeping & Honey Mission (NBHM) was announced as part of the Atmanirbhar Bharat Abhiyaan and aims  for the overall promotion & development of scientific beekeeping in the country to achieve the goal of ‘Sweet Revolution’ which is being implemented through National Bee Board (NBB),"['Honey FPO', 'Beekeeper', 'Farmers', 'Entrepreneurs', 'Start Up']",2025-11-26T22:18:29.576638
6BfXF5gB5uF80_MGOJKz,{},['Puducherry'],GEFM-MESIFAI-SA-MSME,State,Infra,,"['Business & Entrepreneurship', 'Agriculture,Rural & Environment']","""Green and Eco-Friendly Measures"" under “Motivation of Entrepreneurs to Start Industries and Fiscal Assistance to Industries - State Awards to Micro, Small and Medium Enterprises”",,3.0,gefm-mesifai-sa-msme,"The award for ""Green and Eco-Friendly Measures"" is conferred upon the industries that are green and eco-friendly as per the standards of the Department of Science, Technology and Environment (DSTE), Puducherry. The awardee is given a cash award of ₹2,00,000/- and a citation.","['Award', 'Entrepreneur', 'MSME', 'Business', 'Environment']",2025-11-26T22:18:29.576638
KqG7F5gBXu-iUKXqV3Ya,{},['West Bengal'],FMH,State,Infra,,"['Agriculture,Rural & Environment']",Farm Machinery Bank (FMB)/Farm Machinery Hub (FMH),,3.0,fmh,"“Farm Machinery Bank (FMB)/Farm Machinery Hub (FMH)”  by the Agriculture Department, Government of West Bengal aims to facilitate end-to-end (from land development to residue management) use of farm machinery which can be within the reach of the small and marginal farmers at reasonable charges.
","['Agriculture', 'Farmers', 'Employment', 'Subsidy', 'Rural', 'Youth', 'Farm Machinery', 'Entrepreneurs', 'Machinery Bank', 'Machinery Hub']",2025-11-26T22:18:29.576638
Fxe7F5gB5uF80_MGV5HZ,{},['West Bengal'],CHC,State,Infra,,"['Agriculture,Rural & Environment']",Credit Linked Subsidy Scheme for Rural Entrepreneurs to set up Custom Hiring Centres (CHC) of Farm Machinery,,3.0,chc,"“Credit Linked Subsidy Scheme for Rural Entrepreneurs to set up Custom Hiring Centres (CHC) of Farm Machinery”  by the Agriculture Dep, Government of West Bengal aims to provide opportunity to rural entrepreneurs for setting up of Custom Hiring Centres.","['Agriculture', 'Farmers', 'Credit Linked Subsidy', 'Financial Assistance', 'Entrepreneurs', 'Custom Hiring Centres', 'Farm Machinery', 'Subsidy']",2025-11-26T22:18:29.576638
i8bnF5gB0AGc0F0icTcn,{},['Jharkhand'],JKRMY,State,Infra,,"['Agriculture,Rural & Environment']",Jharkhand Krishi Rin Mafi Yojana,,3.0,jkrmy,"The objective of the scheme is to provide relief from the debt burden to short-term agricultural loan holders in the state. Under this scheme, outstanding loan amounts of up to ₹50,000/- in standard crop loan outstanding accounts as of 31st March 2020, will be waived.","['Farmer', 'Crop Loan', 'Kisan Credit Card', 'Agriculture']",2025-11-26T22:18:29.576638
hqG9F5gBXu-iUKXqZnYn,{},['Tamil Nadu'],GSTN,State,Infra,,"['Agriculture,Rural & Environment']",Generator Subsidy-Tamil Nadu,,3.0,gstn,"The “Generator Subsidy” scheme provides a 25% subsidy on the cost of generator sets up to 125 KVA capacity for manufacturers in Tamil Nadu.
","['Agriculture', 'Generator', 'Subsidy', 'Manufacture']",2025-11-26T22:18:29.576638
fKG9F5gBXu-iUKXqYnZ2,{},['Tamil Nadu'],IPMDCT,State,Infra,,"['Agriculture,Rural & Environment']",Integrated Pest Management Demonstration Cum Training,,3.0,ipmdct,"The “Integrated Pest Management Demonstration Cum Training” scheme provides financial assistance for 30 farmers to conduct pest management demonstrations and training using a cluster approach in Farmer Field Schools.
","['Agriculture', 'Farmer', 'Integrated Pest Management', 'Training']",2025-11-26T22:18:29.576638
H6E7GJgBXu-iUKXqJHk7,{},['Bihar'],CMBKY,State,Infra,,"['Agriculture,Rural & Environment']",Cluster Mei Bagwani Ki Yojana,,3.0,cmbky,"The scheme aims to promote cluster-based cultivation of selected crops, including guava, amla, lemon, bael, lemongrass, papaya, marigold, dragon fruit, and strawberry.

","['Agriculture', 'Subsidy', 'Financial Assistance', 'Fruit Development', 'Flower Development']",2025-11-26T22:18:29.576638
MsY9GJgB0AGc0F0iBjji,{},['Gujarat'],AGRASP,State,Infra,,"['Agriculture,Rural & Environment']",AGR-61 Agro Service Providers for the Purpose of Making Farming More Profitable With the Help of Farm Mechanization,,3.0,agrasp,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to support farmers in Gujarat by facilitating access to farm implements and mechanization.

","['Agriculture', 'Agro Service Providers', 'Farm Mechanization']",2025-11-26T22:18:29.576638
naHqF5gBXu-iUKXq83jI,{},['Gujarat'],SMPBPBS,State,Infra,,"['Agriculture,Rural & Environment']",Scheme for Management and Purchase of Bulls Provided for Breeding of State Gir/ Kankarej Breed,,3.0,smpbpbs,"The scheme provides financial assistance to registered Gaushalas for rearing purebred Gir or Kankrej male cow calves with high genetic quality to promote pure breeding in indigenous cattle.
","['Agriculture', 'Animal Husbandry', 'Milk Production', 'Breeding']",2025-11-26T22:18:29.576638
N8a_F5gB0AGc0F0i9DYW,{},['Gujarat'],SAMSC,State,Infra,,"['Agriculture,Rural & Environment']",Scheme of Assistance for Management of Stray Cattle,,3.0,samsc,This scheme provides financial support to local self-government bodies and registered Panjrapoles to reduce or eradicate the problem of stray cattle by encouraging their maintenance and proper care.,"['Agriculture', 'Animal Husbandry', 'Stray Cattle']",2025-11-26T22:18:29.576638
OKHAF5gBXu-iUKXqcXcp,{},['All'],NLMEEBDRP,Central,Infra,"Ministry of Fisheries,Animal Husbandry and Dairying","['Business & Entrepreneurship', 'Agriculture,Rural & Environment']",National Livestock Mission: Establishment of Entrepreneurship for Breed Development of Rural Poultry,,3.0,eebdrp,"The scheme aims to promote entrepreneurship in rural poultry farming. Through this scheme, a 50% capital subsidy is provided for establishing Parent Farms, Rural Hatcheries, and Brooder cum Mother Units.","['Rural Poultry', 'Poultry Farming', 'Entrepreneurship', 'Brooder Cum Mother Unit', 'Parent Farm', 'Rural Hatchery', 'Subsidy']",2025-11-26T22:18:29.576638
9Re_F5gB5uF80_MGiZHM,{},['Gujarat'],SACEIDGE,State,Infra,,"['Business & Entrepreneurship', 'Agriculture,Rural & Environment']",Scheme of Assistance for Common Environment Infrastructure: Scheme for Development of Green Estate,2025-08-06,3.0,saceidge,"The ""Scheme of Assistance for Common Environment Infrastructure"" under the Gujarat Industrial Policy aims to provide incentives for environmental compliance to ensure long-term economic and ecological balance.","['Entrepreneurship', 'Environment Infrastructure', 'Development Of Green Estate']",2025-11-26T22:18:29.576638
QKHAF5gBXu-iUKXqc3dN,{},['Gujarat'],ISALTLCSS,State,Infra,,"['Agriculture,Rural & Environment']",Interest Subvention against long terms loan to the Co-operative sugar societies (Normal Area) (Tribal Area),,3.0,isaltlcss,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide interest subvention on long-term loans taken by sugar cooperative societies for payment of sugarcane arrears for the year 2018-19.

","['Agriculture', 'Farmer', 'Sugar Co-operatives', 'Terms Loan', 'Interest Subvention']",2025-11-26T22:18:29.576638
DBe_F5gB5uF80_MG8ZL2,{},['Gujarat'],SAIFGP,State,Infra,,"['Agriculture,Rural & Environment']",Scheme to Assist for Infrastructural Facilities for Gaushalas & Panjrapole,,3.0,saifgp," ""Scheme to Assist for Infrastructural Facilities for Gaushalas & Panjrapole"" aims to support animal welfare organizations like gaushalas and panjrapoles by offering financial assistance for the development and construction of essential infrastructure.","['Agriculture', 'Animal Husbandry', 'Animal Welfare', 'Infrastructural Facilities']",2025-11-26T22:18:29.576638
